County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score
Rockdale,GA,90594,656.5,4.4,59673.0,42596.0,47998.0,22370.0,11265.0,11105.0,55165.0,25602.0,29563.0,13059.0,5729.0,7330.0,1250.0,459.0,791.0,16.0,173859847.0
Schley,GA,5236,30.0,4.7,45378.0,2484.0,2752.0,1309.0,664.0,645.0,3030.0,1416.0,1614.0,897.0,404.0,493.0,88.0,29.0,59.0,0.0,0.0
Screven,GA,13938,22.6,5.4,39048.0,6902.0,7036.0,2935.0,1610.0,1325.0,8381.0,4116.0,4265.0,2622.0,1176.0,1446.0,254.0,93.0,161.0,0.0,0.0
Seminole,GA,8315,37.1,5.3,36869.0,3981.0,4334.0,1728.0,873.0,855.0,4669.0,2225.0,2444.0,1918.0,883.0,1035.0,249.0,83.0,166.0,0.0,0.0
Spalding,GA,66100,326.1,4.7,43510.0,31749.0,34351.0,15558.0,7915.0,7643.0,38739.0,18737.0,20002.0,11803.0,5097.0,6706.0,1186.0,397.0,789.0,22.0,0.0
Stephens,GA,26035,146.1,4.5,45850.0,12508.0,13527.0,5787.0,2922.0,2865.0,15196.0,7290.0,7906.0,5052.0,2296.0,2756.0,437.0,151.0,286.0,6.0,543648401.0
Stewart,GA,6199,13.2,4.7,33053.0,4094.0,2105.0,749.0,390.0,359.0,4486.0,3293.0,1193.0,964.0,411.0,553.0,154.0,61.0,93.0,0.0,0.0
Sumter,GA,29733,68.0,5.9,37562.0,13967.0,15766.0,6728.0,3344.0,3384.0,18026.0,8517.0,9509.0,4979.0,2106.0,2873.0,531.0,171.0,360.0,10.0,0.0
Talbot,GA,6272,17.5,5.0,37265.0,3002.0,3270.0,1016.0,502.0,514.0,3727.0,1793.0,1934.0,1529.0,707.0,822.0,134.0,41.0,93.0,0.0,0.0
Taliaferro,GA,1608,8.8,5.1,34090.0,796.0,812.0,272.0,138.0,134.0,913.0,474.0,439.0,423.0,184.0,239.0,69.0,12.0,57.0,0.0,0.0
Tattnall,GA,25391,53.2,4.2,41440.0,14640.0,10751.0,5146.0,2674.0,2472.0,16616.0,10381.0,6235.0,3629.0,1585.0,2044.0,329.0,95.0,234.0,0.0,0.0
Taylor,GA,8039,23.6,6.5,36310.0,3842.0,4197.0,1632.0,817.0,815.0,4781.0,2336.0,2445.0,1626.0,689.0,937.0,176.0,61.0,115.0,0.0,0.0
Telfair,GA,15876,37.7,6.8,34297.0,9284.0,6592.0,2537.0,1277.0,1260.0,10466.0,6749.0,3717.0,2873.0,1258.0,1615.0,428.0,137.0,291.0,0.0,0.0
Terrell,GA,8611,27.8,6.6,35290.0,4122.0,4489.0,1987.0,1003.0,984.0,4916.0,2410.0,2506.0,1708.0,709.0,999.0,179.0,51.0,128.0,0.0,0.0
Thomas,GA,44448,82.1,4.7,41642.0,21047.0,23401.0,10534.0,5373.0,5161.0,25783.0,12227.0,13556.0,8131.0,3447.0,4684.0,885.0,303.0,582.0,35.0,0.0
Tift,GA,40571,154.9,4.0,45680.0,19622.0,20949.0,10020.0,5133.0,4887.0,24514.0,11952.0,12562.0,6037.0,2537.0,3500.0,688.0,208.0,480.0,20.0,0.0
Toombs,GA,26887,74.8,5.8,37148.0,12781.0,14106.0,7113.0,3661.0,3452.0,15375.0,7293.0,8082.0,4399.0,1827.0,2572.0,498.0,138.0,360.0,8.0,0.0
Towns,GA,11852,62.9,5.5,45853.0,5658.0,6194.0,1507.0,771.0,736.0,6252.0,3017.0,3235.0,4093.0,1870.0,2223.0,473.0,189.0,284.0,0.0,0.0
Treutlen,GA,6809,34.5,5.8,35069.0,3386.0,3423.0,1543.0,734.0,809.0,4011.0,2123.0,1888.0,1255.0,529.0,726.0,156.0,50.0,106.0,0.0,0.0
Troup,GA,70034,161.9,3.7,45234.0,33785.0,36249.0,16957.0,8742.0,8215.0,42683.0,20600.0,22083.0,10394.0,4443.0,5951.0,1277.0,387.0,890.0,20.0,0.0
Turner,GA,7912,31.3,5.1,33261.0,3844.0,4068.0,1912.0,951.0,961.0,4428.0,2237.0,2191.0,1572.0,656.0,916.0,196.0,59.0,137.0,0.0,0.0
Twiggs,GA,8188,25.2,5.9,42054.0,4017.0,4171.0,1583.0,785.0,798.0,4743.0,2388.0,2355.0,1862.0,844.0,1018.0,133.0,45.0,88.0,0.0,0.0
Union,GA,24001,66.3,3.6,45943.0,11619.0,12382.0,3805.0,1929.0,1876.0,12273.0,5952.0,6321.0,7923.0,3738.0,4185.0,801.0,311.0,490.0,5.0,0.0
Upson,GA,26215,84.0,4.4,40965.0,12447.0,13768.0,5823.0,2890.0,2933.0,15549.0,7457.0,8092.0,4843.0,2100.0,2743.0,520.0,170.0,350.0,28.0,0.0
Walker,GA,69410,154.0,3.9,43767.0,34154.0,35256.0,15094.0,7816.0,7278.0,41440.0,20719.0,20721.0,12876.0,5619.0,7257.0,1472.0,517.0,955.0,0.0,209501162.0
Walton,GA,93503,257.2,3.6,65416.0,45507.0,47996.0,23085.0,11820.0,11265.0,55930.0,27217.0,28713.0,14488.0,6470.0,8018.0,1453.0,483.0,970.0,7.0,0.0
Ware,GA,35680,40.7,3.9,38357.0,17853.0,17827.0,8564.0,4410.0,4154.0,20949.0,10903.0,10046.0,6167.0,2540.0,3627.0,851.0,248.0,603.0,22.0,0.0
Warren,GA,5251,20.5,5.0,38352.0,2488.0,2763.0,1065.0,517.0,548.0,2995.0,1463.0,1532.0,1191.0,508.0,683.0,154.0,40.0,114.0,0.0,0.0
Washington,GA,20386,31.2,5.0,39444.0,10399.0,9987.0,4398.0,2273.0,2125.0,12448.0,6669.0,5779.0,3540.0,1457.0,2083.0,439.0,112.0,327.0,0.0,0.0
Wayne,GA,29808,46.9,4.6,44607.0,15284.0,14524.0,7274.0,3744.0,3530.0,17812.0,9374.0,8438.0,4722.0,2166.0,2556.0,467.0,197.0,270.0,12.0,888525913.0
Webster,GA,2611,13.4,6.3,38187.0,1303.0,1308.0,508.0,250.0,258.0,1486.0,736.0,750.0,617.0,317.0,300.0,93.0,48.0,45.0,0.0,
Wheeler,GA,7879,25.1,7.4,32691.0,5095.0,2784.0,1342.0,681.0,661.0,5385.0,3876.0,1509.0,1152.0,538.0,614.0,142.0,46.0,96.0,0.0,0.0
White,GA,29970,112.8,3.0,51579.0,14619.0,15351.0,5931.0,3001.0,2930.0,17149.0,8461.0,8688.0,6890.0,3157.0,3733.0,636.0,261.0,375.0,0.0,0.0
Whitfield,GA,104062,353.2,4.7,47074.0,51848.0,52214.0,26870.0,13714.0,13156.0,62572.0,31592.0,30980.0,14620.0,6542.0,8078.0,1641.0,552.0,1089.0,34.0,0.0
Wilcox,GA,8812,24.5,5.2,35961.0,5264.0,3548.0,1673.0,896.0,777.0,5548.0,3631.0,1917.0,1591.0,737.0,854.0,204.0,64.0,140.0,0.0,0.0
Wilkes,GA,9876,22.6,4.6,39361.0,4741.0,5135.0,2088.0,1084.0,1004.0,5506.0,2682.0,2824.0,2282.0,975.0,1307.0,305.0,94.0,211.0,0.0,0.0
Wilkinson,GA,9036,21.4,4.4,41036.0,4323.0,4713.0,2053.0,1033.0,1020.0,5232.0,2552.0,2680.0,1751.0,738.0,1013.0,192.0,61.0,131.0,0.0,0.0
Worth,GA,20299,38.0,4.4,48708.0,9752.0,10547.0,4540.0,2284.0,2256.0,11887.0,5773.0,6114.0,3872.0,1695.0,2177.0,372.0,113.0,259.0,0.0,0.0
Hawaii,HI,1420491,211.8,2.4,80527.0,,,,,,,,,,,,,,,,
Hawaii,HI,200983,45.9,3.0,56383.0,99602.0,101381.0,43553.0,22228.0,21325.0,115398.0,56924.0,58474.0,42032.0,20450.0,21582.0,5070.0,1896.0,3174.0,24.0,1094997954.0
Honolulu,HI,980080,1586.7,2.3,83695.0,492574.0,487506.0,207765.0,106542.0,101223.0,598522.0,309334.0,289188.0,173793.0,76698.0,97095.0,30152.0,10681.0,19471.0,148.0,5477614273.0
Kalawao,HI,88,7.5,,,41.0,47.0,0.0,0.0,0.0,51.0,30.0,21.0,37.0,11.0,26.0,14.0,3.0,11.0,0.0,
Kauai,HI,72133,108.2,2.5,73981.0,35607.0,36526.0,15749.0,8073.0,7676.0,41845.0,20837.0,21008.0,14539.0,6697.0,7842.0,2033.0,696.0,1337.0,9.0,0.0
Maui,HI,167207,133.3,2.4,78503.0,83178.0,84029.0,36347.0,18704.0,17643.0,100294.0,50092.0,50202.0,30566.0,14382.0,16184.0,3775.0,1384.0,2391.0,20.0,2575335328.0
Idaho,ID,1754208,19.0,2.8,55524.0,,,,,,,,,,,,,,,,
Ada,ID,469966,372.8,2.5,66827.0,235266.0,234700.0,111737.0,56829.0,54908.0,290437.0,147331.0,143106.0,67792.0,31106.0,36686.0,7189.0,2731.0,4458.0,105.0,58498447.0
Adams,ID,4250,2.9,5.5,45311.0,2211.0,2039.0,754.0,413.0,341.0,2275.0,1142.0,1133.0,1221.0,656.0,565.0,100.0,40.0,60.0,0.0,0.0
Bannock,ID,87138,74.5,2.7,51300.0,43328.0,43810.0,22849.0,11573.0,11276.0,51889.0,25944.0,25945.0,12400.0,5811.0,6589.0,1316.0,509.0,807.0,20.0,3482687091.0
Bear Lake,ID,6050,6.1,2.9,53780.0,3017.0,3033.0,1617.0,809.0,808.0,3185.0,1611.0,1574.0,1248.0,597.0,651.0,150.0,72.0,78.0,0.0,0.0
Benewah,ID,9226,12.0,4.6,48451.0,4718.0,4508.0,2084.0,1091.0,993.0,5069.0,2560.0,2509.0,2073.0,1067.0,1006.0,158.0,72.0,86.0,0.0,11007338.0
Bingham,ID,46236,21.8,2.7,50941.0,23036.0,23200.0,14233.0,7200.0,7033.0,25408.0,12696.0,12712.0,6595.0,3140.0,3455.0,734.0,300.0,434.0,5.0,197799318.0
Blaine,ID,22601,8.1,2.4,76113.0,11456.0,11145.0,4990.0,2590.0,2400.0,13176.0,6661.0,6515.0,4435.0,2205.0,2230.0,334.0,151.0,183.0,0.0,3389131793.0
Boise,ID,7634,3.7,4.2,56837.0,3975.0,3659.0,1291.0,712.0,579.0,4424.0,2195.0,2229.0,1919.0,1068.0,851.0,130.0,64.0,66.0,0.0,0.0
Bonner,ID,44727,23.6,4.1,51373.0,22306.0,22421.0,8813.0,4417.0,4396.0,24941.0,12326.0,12615.0,10973.0,5563.0,5410.0,972.0,398.0,574.0,4.0,589021654.0
Bonneville,ID,116854,55.9,2.4,60444.0,58375.0,58479.0,35940.0,18380.0,17560.0,65371.0,32808.0,32563.0,15543.0,7187.0,8356.0,1800.0,693.0,1107.0,35.0,2385499288.0
Boundary,ID,11948,8.6,4.4,47118.0,6005.0,5943.0,2761.0,1406.0,1355.0,6496.0,3237.0,3259.0,2691.0,1362.0,1329.0,274.0,101.0,173.0,0.0,0.0
Butte,ID,2611,1.3,3.2,50050.0,1318.0,1293.0,626.0,310.0,316.0,1373.0,692.0,681.0,612.0,316.0,296.0,71.0,25.0,46.0,0.0,0.0
Camas,ID,1127,1.0,2.3,53866.0,570.0,557.0,263.0,119.0,144.0,611.0,319.0,292.0,253.0,132.0,121.0,29.0,9.0,20.0,0.0,0.0
Canyon,ID,223499,321.6,3.1,53381.0,110725.0,112774.0,63627.0,32358.0,31269.0,129110.0,64136.0,64974.0,30762.0,14231.0,16531.0,2998.0,1117.0,1881.0,41.0,1800541871.0
Caribou,ID,7060,3.9,2.8,61219.0,3610.0,3450.0,2020.0,1051.0,969.0,3806.0,1982.0,1824.0,1234.0,577.0,657.0,146.0,58.0,88.0,0.0,0.0
Cassia,ID,23864,8.9,2.2,51804.0,12155.0,11709.0,7572.0,3914.0,3658.0,12901.0,6665.0,6236.0,3391.0,1576.0,1815.0,417.0,140.0,277.0,6.0,0.0
Clark,ID,852,0.6,3.0,48471.0,432.0,420.0,198.0,95.0,103.0,503.0,258.0,245.0,151.0,79.0,72.0,19.0,11.0,8.0,0.0,0.0
Clearwater,ID,8758,3.6,6.7,46417.0,4818.0,3940.0,1457.0,817.0,640.0,4912.0,2738.0,2174.0,2389.0,1263.0,1126.0,259.0,101.0,158.0,0.0,0.0
Custer,ID,4280,0.9,4.0,47682.0,2196.0,2084.0,743.0,377.0,366.0,2294.0,1172.0,1122.0,1243.0,647.0,596.0,112.0,47.0,65.0,0.0,0.0
Elmore,ID,27259,8.8,3.3,49344.0,14290.0,12969.0,6954.0,3589.0,3365.0,16631.0,8926.0,7705.0,3674.0,1775.0,1899.0,345.0,146.0,199.0,0.0,0.0
Franklin,ID,13726,19.3,2.1,58170.0,7022.0,6704.0,4380.0,2302.0,2078.0,7403.0,3758.0,3645.0,1943.0,962.0,981.0,239.0,97.0,142.0,0.0,541043979.0
Fremont,ID,13168,7.1,2.4,51155.0,6888.0,6280.0,3390.0,1750.0,1640.0,7565.0,4026.0,3539.0,2213.0,1112.0,1101.0,220.0,102.0,118.0,0.0,0.0
Gem,ID,17634,29.8,3.4,49857.0,8813.0,8821.0,4029.0,2112.0,1917.0,9742.0,4804.0,4938.0,3863.0,1897.0,1966.0,394.0,161.0,233.0,0.0,0.0
Gooding,ID,15196,21.2,2.4,51302.0,7736.0,7460.0,4174.0,2106.0,2068.0,8395.0,4348.0,4047.0,2627.0,1282.0,1345.0,362.0,159.0,203.0,0.0,0.0
Idaho,ID,16513,1.9,4.7,40569.0,8664.0,7849.0,3259.0,1697.0,1562.0,8648.0,4553.0,4095.0,4606.0,2414.0,2192.0,500.0,234.0,266.0,0.0,0.0
Jefferson,ID,29439,23.9,2.3,61927.0,14952.0,14487.0,10040.0,5081.0,4959.0,16014.0,8222.0,7792.0,3385.0,1649.0,1736.0,342.0,133.0,209.0,0.0,0.0
Jerome,ID,24015,37.5,2.5,54020.0,12241.0,11774.0,7394.0,3702.0,3692.0,13504.0,7054.0,6450.0,3117.0,1485.0,1632.0,304.0,119.0,185.0,0.0,0.0
Kootenai,ID,161505,111.3,3.5,56188.0,79774.0,81731.0,36824.0,18991.0,17833.0,94011.0,46479.0,47532.0,30670.0,14304.0,16366.0,3127.0,1203.0,1924.0,55.0,1569144086.0
Latah,ID,40134,34.6,2.5,49538.0,20398.0,19736.0,7624.0,3821.0,3803.0,27104.0,13986.0,13118.0,5406.0,2591.0,2815.0,612.0,224.0,388.0,0.0,0.0
Lemhi,ID,7961,1.7,4.5,44248.0,4030.0,3931.0,1488.0,781.0,707.0,4064.0,2010.0,2054.0,2409.0,1239.0,1170.0,278.0,124.0,154.0,0.0,0.0
Lewis,ID,3861,8.0,5.5,44911.0,1963.0,1898.0,874.0,466.0,408.0,1969.0,977.0,992.0,1018.0,520.0,498.0,118.0,51.0,67.0,0.0,0.0
Lincoln,ID,5360,4.3,3.4,50464.0,2780.0,2580.0,1549.0,804.0,745.0,3053.0,1582.0,1471.0,758.0,394.0,364.0,91.0,46.0,45.0,0.0,0.0
Madison,ID,39304,80.0,1.7,41827.0,19890.0,19414.0,10565.0,5381.0,5184.0,26001.0,13236.0,12765.0,2738.0,1273.0,1465.0,296.0,116.0,180.0,4.0,0.0
Minidoka,ID,20825,26.5,2.5,53447.0,10433.0,10392.0,5905.0,2970.0,2935.0,11533.0,5869.0,5664.0,3387.0,1594.0,1793.0,465.0,182.0,283.0,0.0,0.0
Nez Perce,ID,40408,46.3,2.8,54476.0,19961.0,20447.0,8568.0,4393.0,4175.0,23779.0,11871.0,11908.0,8061.0,3697.0,4364.0,1155.0,451.0,704.0,9.0,1298288049.0
Oneida,ID,4488,3.6,2.2,52602.0,2254.0,2234.0,1269.0,654.0,615.0,2307.0,1166.0,1141.0,912.0,434.0,478.0,131.0,49.0,82.0,0.0,0.0
Owyhee,ID,11693,1.5,3.6,48192.0,5965.0,5728.0,3040.0,1545.0,1495.0,6571.0,3372.0,3199.0,2082.0,1048.0,1034.0,209.0,95.0,114.0,0.0,0.0
Payette,ID,23551,55.6,3.6,51835.0,11755.0,11796.0,6171.0,3193.0,2978.0,13049.0,6483.0,6566.0,4331.0,2079.0,2252.0,432.0,203.0,229.0,0.0,199128855.0
Power,ID,7768,5.6,2.9,51921.0,3952.0,3816.0,2427.0,1233.0,1194.0,4142.0,2137.0,2005.0,1199.0,582.0,617.0,129.0,56.0,73.0,0.0,0.0
Shoshone,ID,12796,4.9,5.7,36085.0,6422.0,6374.0,2630.0,1338.0,1292.0,7243.0,3659.0,3584.0,2923.0,1425.0,1498.0,293.0,98.0,195.0,0.0,0.0
