County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score
Burnet,TX,47542,43.0,2.9,56696.0,23296.0,24246.0,10171.0,5212.0,4959.0,26746.0,13070.0,13676.0,10625.0,5014.0,5611.0,1101.0,458.0,643.0,12.0,135975128.0
Caldwell,TX,43247,69.8,3.6,52588.0,21822.0,21425.0,10303.0,5283.0,5020.0,26734.0,13707.0,13027.0,6210.0,2832.0,3378.0,723.0,256.0,467.0,0.0,278757834.0
Calhoun,TX,21561,42.2,4.1,52085.0,11078.0,10483.0,5217.0,2677.0,2540.0,12474.0,6492.0,5982.0,3870.0,1909.0,1961.0,443.0,180.0,263.0,6.0,0.0
Callahan,TX,13994,15.1,3.4,50330.0,6930.0,7064.0,3149.0,1634.0,1515.0,7976.0,3918.0,4058.0,2869.0,1378.0,1491.0,351.0,136.0,215.0,0.0,0.0
Cameron,TX,423908,456.0,6.2,38106.0,206353.0,217555.0,128553.0,65382.0,63171.0,237940.0,115600.0,122340.0,57415.0,25371.0,32044.0,7315.0,2831.0,4484.0,104.0,2393161566.0
Camp,TX,13033,63.3,4.9,43714.0,6329.0,6704.0,3463.0,1704.0,1759.0,7156.0,3447.0,3709.0,2414.0,1178.0,1236.0,237.0,100.0,137.0,0.0,0.0
Carson,TX,6005,6.7,2.8,64799.0,3010.0,2995.0,1448.0,739.0,709.0,3384.0,1709.0,1675.0,1173.0,562.0,611.0,125.0,46.0,79.0,0.0,0.0
Cass,TX,30119,32.5,5.1,44154.0,14581.0,15538.0,6802.0,3515.0,3287.0,16657.0,8018.0,8639.0,6660.0,3048.0,3612.0,794.0,290.0,504.0,0.0,0.0
Castro,TX,7665,9.0,2.9,45689.0,3945.0,3720.0,2189.0,1172.0,1017.0,4264.0,2192.0,2072.0,1212.0,581.0,631.0,166.0,64.0,102.0,0.0,0.0
Chambers,TX,42454,58.8,5.4,89513.0,21505.0,20949.0,11883.0,6160.0,5723.0,25561.0,12992.0,12569.0,5010.0,2353.0,2657.0,429.0,156.0,273.0,0.0,0.0
Cherokee,TX,52592,48.3,4.1,43483.0,26822.0,25770.0,13370.0,6884.0,6486.0,29991.0,15719.0,14272.0,9231.0,4219.0,5012.0,1051.0,369.0,682.0,0.0,0.0
Childress,TX,7291,10.1,2.5,42291.0,4434.0,2857.0,1443.0,766.0,677.0,4725.0,3175.0,1550.0,1123.0,493.0,630.0,142.0,53.0,89.0,0.0,0.0
Clay,TX,10456,9.9,3.2,58356.0,5209.0,5247.0,2099.0,1046.0,1053.0,5982.0,3005.0,2977.0,2375.0,1158.0,1217.0,278.0,116.0,162.0,0.0,0.0
Cochran,TX,2836,4.0,4.2,42873.0,1423.0,1413.0,786.0,395.0,391.0,1587.0,810.0,777.0,463.0,218.0,245.0,52.0,22.0,30.0,0.0,0.0
Coke,TX,3370,3.6,3.4,44804.0,1666.0,1704.0,709.0,352.0,357.0,1742.0,873.0,869.0,919.0,441.0,478.0,98.0,38.0,60.0,0.0,0.0
Coleman,TX,8397,7.0,4.0,39484.0,4240.0,4157.0,1764.0,885.0,879.0,4537.0,2333.0,2204.0,2096.0,1022.0,1074.0,233.0,104.0,129.0,0.0,0.0
Collin,TX,1005146,930.0,3.3,96936.0,494802.0,510344.0,260476.0,132896.0,127580.0,634015.0,313377.0,320638.0,110655.0,48529.0,62126.0,10048.0,3663.0,6385.0,195.0,1413062725.0
Collingsworth,TX,2962,3.3,3.2,39536.0,1449.0,1513.0,779.0,382.0,397.0,1624.0,819.0,805.0,559.0,248.0,311.0,74.0,27.0,47.0,0.0,0.0
Colorado,TX,21217,21.7,3.3,48258.0,10665.0,10552.0,4840.0,2476.0,2364.0,11679.0,6002.0,5677.0,4698.0,2187.0,2511.0,647.0,221.0,426.0,4.0,0.0
Comal,TX,148373,193.9,3.2,76523.0,73333.0,75040.0,33674.0,17238.0,16436.0,87870.0,43488.0,44382.0,26829.0,12607.0,14222.0,2640.0,948.0,1692.0,12.0,0.0
Comanche,TX,13534,14.9,3.6,52251.0,6738.0,6796.0,3002.0,1534.0,1468.0,7243.0,3649.0,3594.0,3289.0,1555.0,1734.0,367.0,147.0,220.0,0.0,0.0
Concho,TX,4276,4.2,3.6,40987.0,3020.0,1256.0,509.0,271.0,238.0,3011.0,2357.0,654.0,756.0,392.0,364.0,80.0,40.0,40.0,0.0,0.0
Cooke,TX,40574,43.9,3.1,52047.0,20262.0,20312.0,9686.0,5075.0,4611.0,23368.0,11657.0,11711.0,7520.0,3530.0,3990.0,819.0,339.0,480.0,5.0,685233195.0
Coryell,TX,74808,71.7,4.1,48099.0,37143.0,37665.0,17053.0,8618.0,8435.0,50086.0,25223.0,24863.0,7669.0,3302.0,4367.0,686.0,274.0,412.0,4.0,1562074574.0
Cottle,TX,1389,1.7,4.3,38304.0,674.0,715.0,321.0,174.0,147.0,730.0,354.0,376.0,338.0,146.0,192.0,42.0,10.0,32.0,0.0,0.0
Crane,TX,4794,5.6,3.8,61987.0,2415.0,2379.0,1409.0,715.0,694.0,2813.0,1443.0,1370.0,572.0,257.0,315.0,80.0,29.0,51.0,0.0,0.0
Crockett,TX,3499,1.3,3.0,49117.0,1747.0,1752.0,857.0,421.0,436.0,2022.0,1036.0,986.0,620.0,290.0,330.0,63.0,28.0,35.0,0.0,0.0
Crosby,TX,5779,6.7,4.5,37911.0,2857.0,2922.0,1536.0,774.0,762.0,3162.0,1589.0,1573.0,1081.0,494.0,587.0,138.0,48.0,90.0,0.0,0.0
Culberson,TX,2204,0.6,3.2,42164.0,1089.0,1115.0,500.0,254.0,246.0,1231.0,622.0,609.0,473.0,213.0,260.0,69.0,35.0,34.0,0.0,0.0
Dallam,TX,7200,4.5,2.0,50587.0,3754.0,3446.0,2273.0,1203.0,1070.0,4103.0,2145.0,1958.0,824.0,406.0,418.0,90.0,33.0,57.0,0.0,0.0
Dallas,TX,2637772,2718.0,3.7,59838.0,1301788.0,1335984.0,689692.0,351915.0,337777.0,1664926.0,827857.0,837069.0,283154.0,122016.0,161138.0,31835.0,10687.0,21148.0,614.0,4844463585.0
Dawson,TX,12619,15.4,4.3,43726.0,6922.0,5697.0,3230.0,1673.0,1557.0,7505.0,4418.0,3087.0,1884.0,831.0,1053.0,237.0,99.0,138.0,0.0,0.0
Deaf Smith,TX,18760,12.9,2.8,44230.0,9369.0,9391.0,5824.0,2951.0,2873.0,10559.0,5333.0,5226.0,2377.0,1085.0,1292.0,345.0,135.0,210.0,0.0,0.0
Delta,TX,5349,20.4,3.4,44410.0,2661.0,2688.0,1240.0,604.0,636.0,2995.0,1511.0,1484.0,1114.0,546.0,568.0,95.0,33.0,62.0,0.0,0.0
Denton,TX,859064,754.3,3.2,88384.0,422725.0,436339.0,211996.0,108119.0,103877.0,559654.0,275620.0,284034.0,87414.0,38986.0,48428.0,7417.0,2615.0,4802.0,81.0,1557067131.0
DeWitt,TX,20187,22.1,3.1,49208.0,10602.0,9585.0,4528.0,2364.0,2164.0,11636.0,6512.0,5124.0,4023.0,1726.0,2297.0,572.0,178.0,394.0,0.0,0.0
Dickens,TX,2249,2.7,4.2,39627.0,1245.0,1004.0,424.0,209.0,215.0,1312.0,812.0,500.0,513.0,224.0,289.0,56.0,28.0,28.0,0.0,0.0
Dimmit,TX,10308,7.5,3.0,37177.0,5071.0,5237.0,2996.0,1545.0,1451.0,5583.0,2761.0,2822.0,1729.0,765.0,964.0,263.0,110.0,153.0,0.0,0.0
Donley,TX,3319,4.0,3.4,40945.0,1630.0,1689.0,654.0,329.0,325.0,1869.0,941.0,928.0,796.0,360.0,436.0,83.0,33.0,50.0,0.0,0.0
Duval,TX,11212,6.6,5.3,35156.0,5780.0,5432.0,2787.0,1402.0,1385.0,6414.0,3454.0,2960.0,2011.0,924.0,1087.0,261.0,101.0,160.0,0.0,0.0
Eastland,TX,18322,20.1,3.4,44773.0,9149.0,9173.0,3942.0,2016.0,1926.0,10377.0,5291.0,5086.0,4003.0,1842.0,2161.0,505.0,186.0,319.0,0.0,0.0
Ector,TX,162124,152.8,2.7,60431.0,82485.0,79639.0,48856.0,24944.0,23912.0,97508.0,50545.0,46963.0,15760.0,6996.0,8764.0,1774.0,608.0,1166.0,50.0,2027708079.0
Edwards,TX,1928,0.9,2.8,37812.0,1019.0,909.0,436.0,247.0,189.0,931.0,473.0,458.0,561.0,299.0,262.0,56.0,25.0,31.0,0.0,0.0
Ellis,TX,179436,159.9,3.3,76792.0,88513.0,90923.0,47950.0,24620.0,23330.0,108505.0,53655.0,54850.0,22981.0,10238.0,12743.0,2205.0,756.0,1449.0,18.0,0.0
El Paso,TX,840758,790.6,4.2,43948.0,414214.0,426544.0,228000.0,115479.0,112521.0,509666.0,254772.0,254894.0,103092.0,43963.0,59129.0,13716.0,4835.0,8881.0,203.0,437766624.0
Erath,TX,42446,35.0,3.1,47087.0,20784.0,21662.0,8707.0,4431.0,4276.0,27724.0,13610.0,14114.0,6015.0,2743.0,3272.0,759.0,264.0,495.0,5.0,0.0
Falls,TX,17335,23.3,3.9,37428.0,8230.0,9105.0,3613.0,1851.0,1762.0,10575.0,4887.0,5688.0,3147.0,1492.0,1655.0,389.0,169.0,220.0,0.0,441916289.0
Fannin,TX,35286,38.1,3.1,53111.0,18731.0,16555.0,7579.0,3937.0,3642.0,21175.0,11686.0,9489.0,6532.0,3108.0,3424.0,711.0,295.0,416.0,2.0,0.0
Fayette,TX,25349,25.8,2.8,55776.0,12456.0,12893.0,5111.0,2557.0,2554.0,13807.0,6874.0,6933.0,6431.0,3025.0,3406.0,894.0,312.0,582.0,0.0,272550426.0
Fisher,TX,3839,4.4,3.3,45261.0,1903.0,1936.0,812.0,405.0,407.0,2084.0,1069.0,1015.0,943.0,429.0,514.0,137.0,54.0,83.0,0.0,0.0
Floyd,TX,5837,6.5,5.2,39891.0,2942.0,2895.0,1572.0,821.0,751.0,3173.0,1616.0,1557.0,1092.0,505.0,587.0,162.0,76.0,86.0,0.0,0.0
Foard,TX,1200,1.9,2.9,37648.0,583.0,617.0,247.0,122.0,125.0,637.0,318.0,319.0,316.0,143.0,173.0,47.0,17.0,30.0,0.0,0.0
Fort Bend,TX,787858,679.5,4.0,92310.0,386599.0,401259.0,216504.0,110365.0,106139.0,484226.0,236272.0,247954.0,87128.0,39962.0,47166.0,7609.0,2754.0,4855.0,128.0,479573726.0
Franklin,TX,10766,37.3,4.1,48222.0,5350.0,5416.0,2526.0,1286.0,1240.0,5888.0,2961.0,2927.0,2352.0,1103.0,1249.0,274.0,106.0,168.0,0.0,0.0
Freestone,TX,19808,22.6,5.8,49317.0,10281.0,9527.0,4523.0,2287.0,2236.0,11347.0,6194.0,5153.0,3938.0,1800.0,2138.0,488.0,166.0,322.0,0.0,0.0
Frio,TX,19816,15.2,2.9,41038.0,11753.0,8063.0,4574.0,2309.0,2265.0,12807.0,8347.0,4460.0,2435.0,1097.0,1338.0,270.0,88.0,182.0,0.0,0.0
Gaines,TX,20901,11.7,2.6,56321.0,10598.0,10303.0,7502.0,3750.0,3752.0,11546.0,5977.0,5569.0,1853.0,871.0,982.0,216.0,88.0,128.0,0.0,0.0
Galveston,TX,337890,769.9,4.6,71959.0,166132.0,171758.0,81893.0,41694.0,40199.0,207392.0,102365.0,105027.0,48605.0,22073.0,26532.0,5077.0,1823.0,3254.0,26.0,616862237.0
Garza,TX,6578,7.2,3.0,46490.0,4355.0,2223.0,1115.0,580.0,535.0,4734.0,3446.0,1288.0,729.0,329.0,400.0,87.0,32.0,55.0,0.0,0.0
Gillespie,TX,26804,23.5,2.5,61433.0,13054.0,13750.0,5349.0,2759.0,2590.0,13488.0,6546.0,6942.0,7967.0,3749.0,4218.0,1139.0,444.0,695.0,10.0,0.0
Glasscock,TX,1388,1.4,2.0,83330.0,765.0,623.0,363.0,202.0,161.0,814.0,448.0,366.0,211.0,115.0,96.0,19.0,10.0,9.0,0.0,0.0
Goliad,TX,7584,8.5,3.8,55008.0,3756.0,3828.0,1621.0,825.0,796.0,4225.0,2099.0,2126.0,1738.0,832.0,906.0,215.0,80.0,135.0,0.0,0.0
Gonzales,TX,20826,18.6,3.0,49829.0,10517.0,10309.0,5621.0,2922.0,2699.0,11722.0,5958.0,5764.0,3483.0,1637.0,1846.0,410.0,157.0,253.0,0.0,0.0
Gray,TX,21895,24.3,3.9,49121.0,11615.0,10280.0,5630.0,2891.0,2739.0,12714.0,7113.0,5601.0,3551.0,1611.0,1940.0,497.0,200.0,297.0,8.0,0.0
Grayson,TX,133991,129.6,3.2,51403.0,65368.0,68623.0,31842.0,16297.0,15545.0,78532.0,38437.0,40095.0,23617.0,10634.0,12983.0,2703.0,954.0,1749.0,62.0,10682957.0
Gregg,TX,123707,445.4,4.1,50610.0,60112.0,63595.0,31951.0,16380.0,15571.0,72740.0,35657.0,37083.0,19016.0,8075.0,10941.0,2581.0,886.0,1695.0,66.0,1742523913.0
Grimes,TX,28360,33.8,4.1,49498.0,15432.0,12928.0,6371.0,3269.0,3102.0,17060.0,9737.0,7323.0,4929.0,2426.0,2503.0,512.0,182.0,330.0,0.0,0.0
Guadalupe,TX,163694,184.9,3.1,73864.0,81018.0,82676.0,41018.0,20916.0,20102.0,100065.0,49817.0,50248.0,22611.0,10285.0,12326.0,2396.0,916.0,1480.0,9.0,0.0
Hale,TX,33830,36.1,4.8,42782.0,17658.0,16172.0,9160.0,4608.0,4552.0,20125.0,10948.0,9177.0,4545.0,2102.0,2443.0,598.0,251.0,347.0,5.0,0.0
Hall,TX,3028,3.8,4.3,32597.0,1499.0,1529.0,694.0,354.0,340.0,1633.0,815.0,818.0,701.0,330.0,371.0,96.0,46.0,50.0,0.0,0.0
Hamilton,TX,8484,10.2,3.3,49210.0,4218.0,4266.0,1873.0,974.0,899.0,4499.0,2286.0,2213.0,2112.0,958.0,1154.0,327.0,104.0,223.0,0.0,0.0
Hansford,TX,5463,6.1,2.3,57240.0,2785.0,2678.0,1594.0,861.0,733.0,3062.0,1572.0,1490.0,807.0,352.0,455.0,115.0,32.0,83.0,0.0,0.0
Hardeman,TX,3922,6.0,3.6,42469.0,1984.0,1938.0,837.0,449.0,388.0,2203.0,1128.0,1075.0,882.0,407.0,475.0,117.0,45.0,72.0,0.0,0.0
Hardin,TX,57207,61.3,5.2,60909.0,28188.0,29019.0,14055.0,7240.0,6815.0,33624.0,16700.0,16924.0,9528.0,4248.0,5280.0,1069.0,397.0,672.0,0.0,0.0
Harris,TX,4698619,2402.4,4.4,60241.0,2333866.0,2364753.0,1251684.0,637292.0,614392.0,2952671.0,1477810.0,1474861.0,494264.0,218764.0,275500.0,51331.0,18194.0,33137.0,918.0,482158111.0
Harrison,TX,66726,72.9,4.4,50131.0,32660.0,34066.0,16865.0,8586.0,8279.0,38584.0,18997.0,19587.0,11277.0,5077.0,6200.0,1245.0,439.0,806.0,0.0,280402745.0
Hartley,TX,5619,4.1,1.8,72451.0,3365.0,2254.0,1184.0,613.0,571.0,3581.0,2358.0,1223.0,854.0,394.0,460.0,125.0,49.0,76.0,0.0,0.0
Haskell,TX,5813,6.5,3.8,40880.0,3108.0,2705.0,1083.0,547.0,536.0,3453.0,1961.0,1492.0,1277.0,600.0,677.0,180.0,63.0,117.0,0.0,0.0
Hays,TX,222631,231.7,3.0,68180.0,110756.0,111875.0,51181.0,26109.0,25072.0,146986.0,73417.0,73569.0,24464.0,11230.0,13234.0,2094.0,733.0,1361.0,42.0,309458526.0
Hemphill,TX,3825,4.2,2.1,66849.0,1920.0,1905.0,1176.0,601.0,575.0,2096.0,1063.0,1033.0,553.0,256.0,297.0,67.0,35.0,32.0,0.0,0.0
Henderson,TX,82299,89.9,3.7,43337.0,40249.0,42050.0,17724.0,9187.0,8537.0,46493.0,22698.0,23795.0,18082.0,8364.0,9718.0,1887.0,735.0,1152.0,10.0,0.0
Hidalgo,TX,865939,493.2,6.6,38785.0,424482.0,441457.0,281965.0,143388.0,138577.0,487949.0,238499.0,249450.0,96025.0,42595.0,53430.0,12153.0,4962.0,7191.0,271.0,122885663.0
Hill,TX,36354,36.6,3.6,48670.0,18114.0,18240.0,8495.0,4370.0,4125.0,20317.0,10154.0,10163.0,7542.0,3590.0,3952.0,904.0,323.0,581.0,5.0,0.0
Hockley,TX,22980,25.2,3.1,46764.0,11458.0,11522.0,5915.0,3016.0,2899.0,13693.0,6902.0,6791.0,3372.0,1540.0,1832.0,383.0,160.0,223.0,0.0,0.0
Hood,TX,60537,121.7,3.7,60917.0,29601.0,30936.0,12905.0,6622.0,6283.0,32762.0,16067.0,16695.0,14870.0,6912.0,7958.0,1661.0,627.0,1034.0,12.0,0.0
Hopkins,TX,36810,45.8,3.4,52079.0,18124.0,18686.0,9068.0,4632.0,4436.0,21022.0,10457.0,10565.0,6720.0,3035.0,3685.0,759.0,260.0,499.0,10.0,0.0
Houston,TX,23169,19.3,3.7,39533.0,12385.0,10784.0,4600.0,2344.0,2256.0,13470.0,7665.0,5805.0,5099.0,2376.0,2723.0,649.0,258.0,391.0,0.0,0.0
Howard,TX,36459,38.9,3.3,50423.0,20966.0,15493.0,7817.0,4074.0,3743.0,23949.0,14699.0,9250.0,4693.0,2193.0,2500.0,612.0,252.0,360.0,8.0,0.0
Hudspeth,TX,4795,0.8,4.7,42671.0,2541.0,2254.0,1016.0,494.0,522.0,3042.0,1663.0,1379.0,737.0,384.0,353.0,87.0,39.0,48.0,0.0,0.0
Hunt,TX,96493,102.5,3.8,53360.0,47593.0,48900.0,23183.0,11821.0,11362.0,58028.0,28786.0,29242.0,15282.0,6986.0,8296.0,1608.0,613.0,995.0,23.0,0.0
Hutchinson,TX,21198,25.0,5.0,54351.0,10663.0,10535.0,5443.0,2739.0,2704.0,12248.0,6250.0,5998.0,3507.0,1674.0,1833.0,451.0,192.0,259.0,4.0,0.0
Irion,TX,1522,1.5,3.1,56775.0,781.0,741.0,335.0,170.0,165.0,860.0,450.0,410.0,327.0,161.0,166.0,41.0,16.0,25.0,0.0,0.0
Jack,TX,8843,9.9,2.5,48780.0,4988.0,3855.0,1924.0,991.0,933.0,5405.0,3270.0,2135.0,1514.0,727.0,787.0,142.0,61.0,81.0,0.0,0.0
Jackson,TX,14874,17.0,3.3,54088.0,7400.0,7474.0,3784.0,1867.0,1917.0,8405.0,4282.0,4123.0,2685.0,1251.0,1434.0,377.0,137.0,240.0,0.0,0.0
Jasper,TX,35872,38.0,6.5,47551.0,17762.0,18110.0,8611.0,4388.0,4223.0,20240.0,10145.0,10095.0,7021.0,3229.0,3792.0,701.0,275.0,426.0,6.0,0.0
Jeff Davis,TX,2252,1.0,3.0,51343.0,1154.0,1098.0,174.0,99.0,75.0,1293.0,654.0,639.0,785.0,401.0,384.0,89.0,28.0,61.0,0.0,0.0
Jefferson,TX,255001,287.9,6.3,48121.0,130778.0,124223.0,61181.0,31306.0,29875.0,157011.0,83249.0,73762.0,36809.0,16223.0,20586.0,4997.0,1794.0,3203.0,88.0,2531649889.0
Jim Hogg,TX,5248,4.7,5.7,36176.0,2694.0,2554.0,1613.0,870.0,743.0,2712.0,1425.0,1287.0,923.0,399.0,524.0,79.0,28.0,51.0,0.0,0.0
Jim Wells,TX,40822,47.2,5.4,41919.0,20244.0,20578.0,11348.0,5876.0,5472.0,23208.0,11500.0,11708.0,6266.0,2868.0,3398.0,757.0,268.0,489.0,8.0,0.0
Johnson,TX,171361,208.3,3.4,62635.0,85449.0,85912.0,44541.0,22935.0,21606.0,102601.0,51622.0,50979.0,24219.0,10892.0,13327.0,2166.0,800.0,1366.0,35.0,3149536.0
Jones,TX,19817,21.8,4.8,43903.0,12433.0,7384.0,3412.0,1735.0,1677.0,13314.0,9217.0,4097.0,3091.0,1481.0,1610.0,375.0,160.0,215.0,0.0,0.0
Karnes,TX,15650,19.8,2.8,48743.0,9209.0,6441.0,3347.0,1722.0,1625.0,10098.0,6507.0,3591.0,2205.0,980.0,1225.0,321.0,118.0,203.0,0.0,0.0
Kaufman,TX,128622,132.4,3.5,67434.0,63360.0,65262.0,35656.0,18109.0,17547.0,77599.0,38288.0,39311.0,15367.0,6963.0,8404.0,1429.0,481.0,948.0,8.0,619860038.0
Kendall,TX,45641,50.4,2.9,90937.0,22350.0,23291.0,10504.0,5290.0,5214.0,26434.0,13070.0,13364.0,8703.0,3990.0,4713.0,1075.0,355.0,720.0,0.0,0.0
Kenedy,TX,442,0.3,3.7,42153.0,228.0,214.0,120.0,73.0,47.0,253.0,121.0,132.0,69.0,34.0,35.0,13.0,3.0,10.0,0.0,0.0
Kent,TX,726,0.9,2.4,47625.0,361.0,365.0,153.0,85.0,68.0,376.0,206.0,170.0,197.0,70.0,127.0,30.0,7.0,23.0,0.0,0.0
Kerr,TX,52405,45.0,3.2,53704.0,25219.0,27186.0,10062.0,5098.0,4964.0,27827.0,13415.0,14412.0,14516.0,6706.0,7810.0,1907.0,804.0,1103.0,12.0,0.0
Kimble,TX,4362,3.7,3.1,42503.0,2134.0,2228.0,766.0,398.0,368.0,2316.0,1138.0,1178.0,1280.0,598.0,682.0,138.0,49.0,89.0,0.0,0.0
King,TX,277,0.3,2.8,57925.0,140.0,137.0,70.0,32.0,38.0,158.0,84.0,74.0,49.0,24.0,25.0,5.0,4.0,1.0,0.0,0.0
Kinney,TX,3767,2.6,4.7,43192.0,2074.0,1693.0,710.0,386.0,324.0,2153.0,1251.0,902.0,904.0,437.0,467.0,115.0,66.0,49.0,0.0,0.0
Kleberg,TX,31129,36.4,5.0,42605.0,15939.0,15190.0,7540.0,3869.0,3671.0,19560.0,10256.0,9304.0,4029.0,1814.0,2215.0,504.0,195.0,309.0,10.0,0.0
Knox,TX,3653,4.4,3.6,39726.0,1809.0,1844.0,965.0,486.0,479.0,1962.0,1018.0,944.0,726.0,305.0,421.0,96.0,30.0,66.0,0.0,0.0
Lamar,TX,49728,54.9,3.8,45767.0,23970.0,25758.0,11833.0,6071.0,5762.0,28348.0,13726.0,14622.0,9547.0,4173.0,5374.0,1157.0,379.0,778.0,20.0,0.0
Lamb,TX,13158,13.8,4.4,42700.0,6523.0,6635.0,3658.0,1852.0,1806.0,7284.0,3677.0,3607.0,2216.0,994.0,1222.0,319.0,112.0,207.0,0.0,0.0
Lampasas,TX,21229,27.6,3.7,55151.0,10461.0,10768.0,4692.0,2343.0,2349.0,12372.0,6225.0,6147.0,4165.0,1893.0,2272.0,471.0,192.0,279.0,0.0,0.0
La Salle,TX,7531,4.6,2.4,40072.0,4457.0,3074.0,1478.0,791.0,687.0,5020.0,3188.0,1832.0,1033.0,478.0,555.0,113.0,49.0,64.0,0.0,0.0
Lavaca,TX,20110,19.9,3.2,51128.0,9822.0,10288.0,4751.0,2371.0,2380.0,10676.0,5337.0,5339.0,4683.0,2114.0,2569.0,728.0,246.0,482.0,3.0,0.0
Lee,TX,17144,26.4,3.1,55834.0,8609.0,8535.0,3750.0,1922.0,1828.0,10224.0,5183.0,5041.0,3170.0,1504.0,1666.0,350.0,131.0,219.0,0.0,188591621.0
Leon,TX,17270,15.7,5.0,47065.0,8587.0,8683.0,3886.0,2025.0,1861.0,9158.0,4565.0,4593.0,4226.0,1997.0,2229.0,447.0,176.0,271.0,0.0,0.0
Liberty,TX,86323,65.3,5.8,52577.0,42794.0,43529.0,22868.0,11689.0,11179.0,52403.0,25970.0,26433.0,11052.0,5135.0,5917.0,1001.0,360.0,641.0,0.0,999132106.0
Limestone,TX,23519,25.8,4.7,43226.0,12143.0,11376.0,5267.0,2737.0,2530.0,13671.0,7296.0,6375.0,4581.0,2110.0,2471.0,565.0,225.0,340.0,6.0,0.0
Lipscomb,TX,3355,3.5,2.7,57332.0,1734.0,1621.0,867.0,445.0,422.0,1880.0,1003.0,877.0,608.0,286.0,322.0,94.0,32.0,62.0,0.0,0.0
Live Oak,TX,12166,11.1,3.8,48814.0,6667.0,5499.0,2420.0,1260.0,1160.0,7241.0,4183.0,3058.0,2505.0,1224.0,1281.0,301.0,112.0,189.0,0.0,0.0
Llano,TX,21646,20.7,3.7,54019.0,10482.0,11164.0,3358.0,1742.0,1616.0,10470.0,5032.0,5438.0,7818.0,3708.0,4110.0,950.0,392.0,558.0,0.0,0.0
Loving,TX,152,0.1,3.9,78637.0,85.0,67.0,52.0,27.0,25.0,85.0,49.0,36.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Lubbock,TX,307412,311.3,3.1,50377.0,151464.0,155948.0,73288.0,37187.0,36101.0,195924.0,97601.0,98323.0,38200.0,16676.0,21524.0,4718.0,1665.0,3053.0,267.0,3049283842.0
Lynn,TX,5877,6.6,3.2,43436.0,2997.0,2880.0,1574.0,804.0,770.0,3313.0,1726.0,1587.0,990.0,467.0,523.0,110.0,45.0,65.0,0.0,0.0
McCulloch,TX,7987,7.8,3.3,42719.0,4012.0,3975.0,1771.0,952.0,819.0,4438.0,2225.0,2213.0,1778.0,835.0,943.0,228.0,95.0,133.0,0.0,0.0
McLennan,TX,254607,226.5,3.6,48858.0,124464.0,130143.0,62861.0,32338.0,30523.0,155131.0,76137.0,78994.0,36615.0,15989.0,20626.0,4965.0,1709.0,3256.0,54.0,2290479516.0
McMullen,TX,749,0.6,1.9,64633.0,411.0,338.0,140.0,70.0,70.0,429.0,244.0,185.0,180.0,97.0,83.0,29.0,15.0,14.0,0.0,0.0
Madison,TX,14422,29.3,4.4,45445.0,8283.0,6139.0,3052.0,1520.0,1532.0,9119.0,5719.0,3400.0,2251.0,1044.0,1207.0,275.0,102.0,173.0,0.0,0.0
Marion,TX,9928,27.7,4.6,38011.0,4842.0,5086.0,1796.0,910.0,886.0,5514.0,2665.0,2849.0,2618.0,1267.0,1351.0,255.0,108.0,147.0,0.0,0.0
Martin,TX,5753,5.2,2.4,56484.0,2911.0,2842.0,1789.0,906.0,883.0,3316.0,1699.0,1617.0,648.0,306.0,342.0,76.0,34.0,42.0,0.0,0.0
Mason,TX,4280,4.3,3.1,49560.0,2143.0,2137.0,895.0,482.0,413.0,2165.0,1090.0,1075.0,1220.0,571.0,649.0,127.0,56.0,71.0,0.0,0.0
Matagorda,TX,36552,33.4,6.1,48830.0,18415.0,18137.0,9324.0,4759.0,4565.0,21007.0,10701.0,10306.0,6221.0,2955.0,3266.0,704.0,231.0,473.0,6.0,0.0
Maverick,TX,58485,42.4,8.1,35594.0,29178.0,29307.0,18246.0,9182.0,9064.0,33323.0,16925.0,16398.0,6916.0,3071.0,3845.0,751.0,313.0,438.0,10.0,0.0
Medina,TX,50921,34.7,3.5,59304.0,26276.0,24645.0,11752.0,5977.0,5775.0,30680.0,16288.0,14392.0,8489.0,4011.0,4478.0,970.0,357.0,613.0,0.0,0.0
Menard,TX,2139,2.5,4.0,35881.0,1062.0,1077.0,378.0,197.0,181.0,1082.0,518.0,564.0,679.0,347.0,332.0,108.0,52.0,56.0,0.0,0.0
Midland,TX,172578,152.0,2.1,80189.0,87103.0,85475.0,49266.0,25131.0,24135.0,105513.0,54169.0,51344.0,17799.0,7803.0,9996.0,2639.0,956.0,1683.0,48.0,26.0
Milam,TX,25131,24.3,5.5,46720.0,12385.0,12746.0,6186.0,3215.0,2971.0,13847.0,6818.0,7029.0,5098.0,2352.0,2746.0,676.0,235.0,441.0,0.0,0.0
Mills,TX,4921,6.6,3.5,47068.0,2456.0,2465.0,1008.0,549.0,459.0,2507.0,1225.0,1282.0,1406.0,682.0,724.0,205.0,83.0,122.0,0.0,0.0
