,County,State,Mean Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count
2425,Rappahannock,VA,68438.0,7332.0,50.1,37733.0,650.0,142.0
2426,Ritchie,WV,44472.0,9932.0,46.0,24442.0,1664.0,318.0
2427,Lincoln,WV,37679.0,21078.0,43.0,19423.0,5276.0,498.0
2428,Putnam,WV,59626.0,56652.0,41.8,31277.0,5137.0,871.0
2429,Boone,WV,38642.0,22817.0,42.7,21394.0,5500.0,692.0
2430,Marshall,WV,43918.0,31645.0,45.2,24882.0,4669.0,643.0
2431,Tucker,WV,45655.0,7027.0,48.7,23670.0,965.0,209.0
2432,Pleasants,WV,48563.0,7507.0,43.4,27522.0,1072.0,299.0
2433,Roane,WV,34300.0,14205.0,45.1,20574.0,2901.0,488.0
2434,Wood,WV,45958.0,85556.0,43.3,27201.0,14103.0,1975.0
2435,Mason,WV,40347.0,26939.0,44.1,21812.0,4565.0,598.0
2436,Jefferson,WV,76503.0,56179.0,40.7,34750.0,5306.0,2018.0
2437,Logan,WV,38123.0,33801.0,43.3,21672.0,7732.0,1580.0
2438,Jefferson,WA,54471.0,30856.0,57.9,34187.0,4002.0,782.0
2439,Pacific,WA,44846.0,21281.0,53.1,24474.0,3653.0,510.0
2440,Skamania,WA,58598.0,11620.0,46.3,30217.0,1552.0,260.0
2441,Clallam,WA,49913.0,74487.0,50.5,29663.0,11635.0,2385.0
2442,Klickitat,WA,54056.0,21396.0,46.6,26128.0,3185.0,548.0
2443,Douglas,WA,60452.0,41371.0,37.1,28579.0,5459.0,787.0
2444,Pierce,WA,67868.0,859840.0,36.1,32874.0,94207.0,24544.0
2445,Walla Walla,WA,56533.0,60236.0,37.1,27835.0,7595.0,1458.0
2446,Snohomish,WA,82751.0,786620.0,37.8,37671.0,62597.0,19216.0
2447,Thurston,WA,69592.0,274684.0,39.0,33901.0,29718.0,9323.0
2448,Clark,WA,71636.0,465384.0,38.2,34163.0,42895.0,12639.0
2449,Adams,WA,49142.0,19452.0,28.3,19152.0,4830.0,530.0
2450,Skagit,WA,62865.0,123907.0,41.5,31822.0,15606.0,3401.0
2451,Lincoln,WA,50744.0,10435.0,48.4,27730.0,1325.0,189.0
2452,Taylor,WI,51698.0,20356.0,43.4,26881.0,2009.0,396.0
2453,Price,WI,46742.0,13490.0,51.6,27569.0,1566.0,145.0
2454,Milwaukee,WI,48742.0,954209.0,34.7,28121.0,185627.0,30245.0
2455,Dunn,WI,56268.0,44498.0,34.3,27107.0,5050.0,880.0
2456,Green,WI,62699.0,36864.0,42.9,31959.0,2768.0,448.0
2457,Shawano,WI,54143.0,41009.0,45.0,28051.0,4071.0,518.0
2458,Menominee,WI,43872.0,4579.0,31.7,20538.0,1474.0,101.0
2459,Buffalo,WI,57134.0,13167.0,46.0,29613.0,1224.0,144.0
2460,La Crosse,WI,55479.0,117850.0,35.8,31001.0,14874.0,2625.0
2461,Eau Claire,WI,55711.0,102991.0,34.4,29524.0,14271.0,2153.0
2462,Polk,WI,56932.0,43349.0,45.2,29489.0,4190.0,924.0
2463,Waukesha,WI,84331.0,398879.0,43.2,44301.0,19190.0,6401.0
2464,Vilas,WI,44285.0,21593.0,54.1,31206.0,2910.0,725.0
2465,Juneau,WI,51056.0,26419.0,45.2,26137.0,3561.0,471.0
2466,Washington,WI,74062.0,134535.0,42.9,37631.0,6465.0,2187.0
2467,Dane,WI,70541.0,529843.0,34.9,38757.0,61414.0,9792.0
2468,Fond du Lac,WI,59373.0,102315.0,41.5,30454.0,8920.0,2077.0
2469,Pepin,WI,53140.0,7262.0,46.3,29227.0,903.0,98.0
2470,Portage,WI,57368.0,70599.0,36.7,29742.0,8427.0,1452.0
2471,Lincoln,WY,64519.0,19011.0,39.3,30106.0,1710.0,424.0
2472,Laramie,WY,64220.0,97692.0,36.9,32920.0,9540.0,2628.0
2495,Marion,AL,35392.0,29965.0,44.3,21391.0,5144.0,708.0
2496,Jefferson,AL,51979.0,659892.0,37.7,30657.0,109707.0,23663.0
2497,Franklin,AL,40459.0,31542.0,37.6,19776.0,6299.0,840.0
2498,Cherokee,AL,41014.0,25853.0,45.9,23356.0,3827.0,581.0
2499,Dallas,AL,31602.0,40029.0,39.5,18910.0,12247.0,1906.0
2500,Macon,AL,32074.0,19054.0,38.0,20125.0,4302.0,1006.0
2501,Shelby,AL,75761.0,211261.0,38.9,36576.0,17557.0,4411.0
2502,Baldwin,AL,55962.0,208107.0,42.8,31203.0,21653.0,4343.0
2503,Houston,AL,45496.0,104352.0,39.8,25990.0,18913.0,3354.0
2504,Tuscaloosa,AL,52221.0,206213.0,32.7,26064.0,34058.0,6257.0
2505,Clay,AL,41225.0,13378.0,43.7,23147.0,2405.0,378.0
2506,Pike,AL,34678.0,33403.0,30.8,21137.0,8374.0,1226.0
2507,Coosa,AL,38301.0,10855.0,46.9,22963.0,1459.0,253.0
2508,Hale,AL,30571.0,14887.0,39.2,20272.0,3809.0,686.0
2509,Escambia,AL,35000.0,37328.0,39.7,18161.0,8268.0,1895.0
2510,Butler,AL,39109.0,20025.0,40.7,20430.0,4640.0,567.0
2511,Perry,AL,23561.0,9486.0,37.7,13678.0,3616.0,326.0
2512,Conecuh,AL,33177.0,12514.0,44.8,17542.0,2752.0,505.0
2513,Bibb,AL,45340.0,22527.0,39.9,20199.0,2863.0,658.0
2514,Chambers,AL,39872.0,33826.0,43.0,22827.0,5531.0,773.0
2515,Fayette,AL,37458.0,16585.0,43.8,21862.0,3258.0,483.0
2516,Blount,AL,48695.0,57645.0,40.8,22656.0,8220.0,909.0
2517,Autauga,AL,58786.0,55200.0,37.8,29372.0,8422.0,1065.0
2518,Geneva,AL,38142.0,26491.0,42.4,20471.0,6282.0,945.0
2519,Valdez-Cordova Census Area,AK,82306.0,9301.0,39.0,38507.0,747.0,335.0
2520,Hoonah-Angoon Census Area,AK,63603.0,2132.0,50.2,35355.0,207.0,130.0
2521,Wrangell City and Borough,AK,57583.0,2484.0,49.5,31489.0,192.0,67.0
2522,Pima,AZ,51037.0,1019722.0,38.3,28480.0,176222.0,36219.0
2523,Gila,AZ,42092.0,53400.0,49.7,22939.0,11807.0,2052.0
2524,Cochise,AZ,48649.0,126279.0,40.6,25436.0,20192.0,3342.0
2525,Apache,AZ,32963.0,71522.0,34.7,14499.0,24761.0,2505.0
2526,Yavapai,AZ,50180.0,224645.0,52.9,28829.0,30813.0,6076.0
2527,Navajo,AZ,40054.0,108705.0,36.4,18333.0,30163.0,5791.0
2528,Pulaski,AR,50093.0,393463.0,36.9,31359.0,65935.0,10020.0
2529,Clay,AR,33935.0,15061.0,43.0,20353.0,3352.0,332.0
2530,Dallas,AR,36628.0,7432.0,43.7,19401.0,948.0,152.0
2531,Randolph,AR,36870.0,17603.0,41.5,21338.0,3127.0,300.0
2532,Boone,AR,43262.0,37288.0,42.4,23998.0,5455.0,740.0
2533,Independence,AR,43523.0,37264.0,39.4,23426.0,6254.0,793.0
2534,Grant,AR,51920.0,18086.0,40.4,25907.0,2589.0,579.0
2535,Faulkner,AR,51930.0,122416.0,32.5,26163.0,19697.0,2818.0
2536,Marion,AR,35518.0,16438.0,51.7,19710.0,3355.0,455.0
2537,Searcy,AR,36390.0,7923.0,47.6,20709.0,1639.0,98.0
2538,Crawford,AR,46619.0,62472.0,38.7,23851.0,9830.0,1386.0
2539,Hot Spring,AR,41262.0,33520.0,41.3,21064.0,5518.0,1069.0
2540,Madison,AR,43891.0,16076.0,42.6,23875.0,2680.0,447.0
2541,Howard,AR,35900.0,13389.0,38.8,24590.0,2526.0,379.0
2542,Mississippi,AR,37237.0,42831.0,36.2,20879.0,10825.0,1781.0
2543,Union,AR,44000.0,39732.0,40.1,24522.0,7876.0,1238.0
2544,Geauga,OH,79956.0,93961.0,44.6,42149.0,5642.0,1453.0
2545,Monroe,OH,43956.0,14090.0,46.3,25141.0,2309.0,364.0
2546,Lake,OH,63475.0,230052.0,43.7,33737.0,18830.0,5449.0
2547,Clark,OH,48502.0,135198.0,41.1,25948.0,20775.0,4768.0
2548,Holmes,OH,62111.0,43859.0,31.3,22923.0,4787.0,447.0
2549,Warren,OH,83330.0,226564.0,39.3,39448.0,10100.0,4113.0
2550,Ashland,OH,52730.0,53477.0,40.3,25471.0,6769.0,1067.0
2551,Seminole,OK,38706.0,25071.0,39.2,20460.0,5099.0,784.0
2552,Blaine,OK,50391.0,9634.0,42.4,25708.0,1046.0,111.0
2553,Coal,OK,40000.0,5618.0,41.6,24399.0,1255.0,153.0
2554,Kingfisher,OK,60656.0,15618.0,36.2,32049.0,1761.0,386.0
2555,Marshall,OK,45828.0,16376.0,42.6,23872.0,2563.0,279.0
2556,Nowata,OK,41895.0,10383.0,42.3,22147.0,1721.0,346.0
2557,Rogers,OK,62949.0,90814.0,39.0,30886.0,8514.0,2186.0
2558,Alfalfa,OK,59569.0,5857.0,42.9,27871.0,422.0,78.0
2559,Cleveland,OK,62863.0,276733.0,33.9,30507.0,33017.0,6090.0
2560,Atoka,OK,38821.0,13874.0,40.6,20733.0,2484.0,298.0
2561,Dewey,OK,50037.0,4918.0,40.2,27432.0,821.0,36.0
2562,Logan,OK,62035.0,46044.0,37.8,29387.0,5739.0,1120.0
2563,Washington,OK,52103.0,52001.0,40.2,30267.0,7072.0,1172.0
2564,Haskell,OK,39375.0,12704.0,40.6,21280.0,2468.0,468.0
2565,Okmulgee,OK,42175.0,38889.0,39.1,22400.0,7441.0,1584.0
2566,Jefferson,OK,37319.0,6223.0,41.9,19155.0,1380.0,176.0
2567,Garvin,OK,45066.0,27823.0,39.2,23020.0,4453.0,406.0
2568,Pontotoc,OK,49235.0,38358.0,35.6,24683.0,5685.0,926.0
2569,Hughes,OK,39265.0,13460.0,39.0,20438.0,2592.0,385.0
2570,Comanche,OK,52227.0,122561.0,33.0,26149.0,17379.0,3897.0
2571,Pawnee,OK,47413.0,16428.0,41.9,23916.0,2485.0,299.0
2572,Douglas,OR,45812.0,108323.0,47.0,25602.0,17353.0,3695.0
2573,Polk,OR,58344.0,81427.0,37.1,27492.0,11214.0,2906.0
2574,Deschutes,OR,63680.0,180640.0,42.3,34187.0,19503.0,4792.0
2575,Yamhill,OR,59484.0,103820.0,38.1,29141.0,13499.0,2674.0
2576,Klamath,OR,43522.0,66310.0,42.4,24296.0,13275.0,2426.0
2577,Benton,OR,58655.0,89780.0,32.9,32297.0,16374.0,2834.0
2578,Crook,OR,44524.0,22337.0,47.8,25128.0,3241.0,821.0
2579,Harney,OR,41797.0,7228.0,46.1,25871.0,1179.0,435.0
2580,Wallowa,OR,44953.0,6924.0,52.6,28960.0,1012.0,142.0
2581,Wheeler,OR,33456.0,1426.0,58.7,21375.0,282.0,41.0
2582,Coos,OR,43308.0,63308.0,48.5,26610.0,10671.0,2081.0
2583,Hood River,OR,62935.0,23131.0,39.1,32581.0,2280.0,503.0
2584,Multnomah,OR,64337.0,798647.0,37.0,36868.0,118644.0,25413.0
2585,Franklin,PA,59713.0,153751.0,41.4,29748.0,15640.0,4101.0
2586,Bedford,PA,49146.0,48611.0,46.2,25163.0,6116.0,1126.0
2587,Somerset,PA,48224.0,74949.0,45.9,25294.0,8681.0,1877.0
2588,York,PA,63902.0,444014.0,41.0,31468.0,43381.0,11787.0
2589,Bradford,PA,51457.0,61304.0,44.5,27319.0,7257.0,1349.0
2590,Chester,PA,96726.0,517156.0,40.4,48225.0,34217.0,12306.0
2591,Indiana,PA,46877.0,85755.0,39.8,25276.0,13430.0,2934.0
2592,Washington,PA,61567.0,207547.0,44.5,34244.0,18777.0,5381.0
2593,Pike,PA,64247.0,55498.0,47.7,33111.0,5476.0,1991.0
2594,Lehigh,PA,62178.0,362613.0,39.2,32252.0,44179.0,12288.0
2595,Clarion,PA,45625.0,38827.0,41.2,24293.0,6093.0,1240.0
2596,Clearfield,PA,47270.0,80216.0,44.7,23743.0,11052.0,2578.0
2597,Lycoming,PA,52407.0,114859.0,41.4,26867.0,15403.0,2961.0
2598,Warren,PA,48409.0,40035.0,47.0,27593.0,4975.0,989.0
2599,Elk,PA,51112.0,30608.0,46.9,28476.0,2962.0,604.0
2600,Mercer,PA,48768.0,112630.0,44.6,26561.0,14935.0,2760.0
2601,Sullivan,PA,47346.0,6177.0,53.1,28665.0,801.0,235.0
2602,Kent,RI,70223.0,163861.0,43.8,38039.0,12922.0,4946.0
2603,Washington,RI,81301.0,126242.0,44.5,41000.0,11249.0,4180.0
2604,Oconee,SC,46056.0,76696.0,45.3,28076.0,13928.0,2116.0
2605,Allendale,SC,24560.0,9214.0,40.2,14744.0,2171.0,550.0
2606,Chester,SC,40080.0,32326.0,41.5,21240.0,6783.0,1013.0
2607,Marion,SC,33046.0,31562.0,40.4,19992.0,7534.0,1297.0
2608,Charleston,SC,61028.0,394708.0,37.6,37801.0,56323.0,9142.0
2609,Marlboro,SC,34203.0,27131.0,40.3,17034.0,6264.0,1431.0
2610,Cherokee,SC,35836.0,56711.0,38.7,21432.0,11431.0,1392.0
2611,Jasper,SC,41930.0,27900.0,39.5,22406.0,5533.0,1226.0
2612,Lee,SC,31651.0,17606.0,41.9,17544.0,4017.0,543.0
2613,Spartanburg,SC,50179.0,302195.0,38.2,26072.0,43422.0,8449.0
2614,Beaufort,SC,63110.0,182658.0,44.8,36306.0,19724.0,4645.0
2615,Saluda,SC,44486.0,20299.0,41.9,22174.0,3231.0,554.0
2616,Hutchinson,SD,54868.0,7315.0,43.8,27995.0,742.0,149.0
2617,Buffalo,SD,32500.0,2053.0,25.8,11471.0,796.0,145.0
2618,Dewey,SD,43954.0,5779.0,27.8,16967.0,1732.0,578.0
2619,Hughes,SD,63564.0,17617.0,38.0,33810.0,1832.0,201.0
2620,Sanborn,SD,54899.0,2388.0,43.1,32404.0,241.0,42.0
2621,Hand,SD,52438.0,3301.0,47.3,33865.0,290.0,13.0
2622,Yankton,SD,54694.0,22717.0,41.8,31986.0,2682.0,363.0
2623,Beadle,SD,51700.0,18374.0,37.3,26316.0,3263.0,162.0
2624,Davison,SD,47772.0,19901.0,38.8,29342.0,2427.0,325.0
2625,Jerauld,SD,49519.0,2029.0,50.6,38650.0,165.0,3.0
2626,Stanley,SD,71763.0,2997.0,41.2,35936.0,141.0,28.0
2627,Potter,SD,53600.0,2326.0,51.3,31467.0,159.0,9.0
2628,Charles Mix,SD,46389.0,9344.0,35.9,21787.0,1827.0,286.0
2629,Marshall,SD,63594.0,4895.0,39.7,31307.0,397.0,39.0
2630,Moody,SD,58167.0,6506.0,40.4,29142.0,943.0,154.0
2631,Todd,SD,24257.0,10146.0,24.3,10931.0,5481.0,391.0
2632,Lyman,SD,53263.0,3869.0,36.0,22097.0,840.0,126.0
2633,Spink,SD,52729.0,6543.0,43.3,33597.0,606.0,73.0
2634,Brookings,SD,56370.0,34239.0,26.7,27968.0,4735.0,694.0
2635,Hamlin,SD,65050.0,6000.0,35.2,27777.0,337.0,59.0
2636,Houston,TN,43964.0,8176.0,43.7,21866.0,1266.0,185.0
2637,Hardin,TN,39798.0,25771.0,45.3,22905.0,5191.0,840.0
2638,Hardeman,TN,38651.0,25562.0,40.5,17352.0,4521.0,1229.0
2639,Polk,TN,41818.0,16782.0,45.3,24667.0,2709.0,607.0
2640,White,TN,40745.0,26580.0,43.1,20973.0,4542.0,870.0
2641,Unicoi,TN,39851.0,17780.0,46.6,22700.0,3653.0,718.0
2642,Weakley,TN,38566.0,33626.0,38.4,21641.0,6253.0,915.0
2643,Bledsoe,TN,42889.0,14602.0,44.5,23453.0,2721.0,586.0
2644,Coffee,TN,47998.0,54531.0,40.1,25637.0,7624.0,1383.0
2645,Hawkins,TN,40335.0,56402.0,44.6,23801.0,10543.0,1656.0
2646,Macon,TN,36246.0,23487.0,39.4,21972.0,4119.0,472.0
2647,Robertson,TN,61774.0,69344.0,39.1,28425.0,7923.0,2129.0
2648,Cheatham,TN,58641.0,39929.0,40.4,26719.0,4516.0,928.0
2649,Giles,TN,47528.0,29167.0,43.4,23877.0,4162.0,801.0
2650,Madison,TN,46223.0,97682.0,38.2,25555.0,18238.0,2362.0
2651,Pickett,TN,41004.0,5088.0,49.7,23250.0,862.0,88.0
2652,Wayne,TN,38634.0,16649.0,42.9,19350.0,2853.0,448.0
2653,Bedford,TN,48945.0,47558.0,37.5,23988.0,7420.0,1177.0
2654,Cumberland,TN,43893.0,58634.0,50.7,24985.0,8782.0,1550.0
2655,Claiborne,TN,36077.0,31613.0,43.0,20753.0,7168.0,1107.0
2656,Humphreys,TN,41510.0,18318.0,41.6,23636.0,3230.0,488.0
2657,Putnam,TN,40888.0,76440.0,36.3,23873.0,14310.0,2231.0
2658,Stewart,TN,42269.0,13301.0,44.5,22601.0,2159.0,403.0
2659,Decatur,TN,40233.0,11683.0,45.8,24337.0,2228.0,439.0
2660,McNairy,TN,36055.0,25903.0,42.9,20236.0,5280.0,1304.0
2661,Martin,TX,69722.0,5614.0,32.2,29225.0,595.0,68.0
2662,Bradley,TN,48140.0,104557.0,39.5,26319.0,16715.0,3037.0
2663,Kimble,TX,42500.0,4408.0,52.9,28899.0,928.0,68.0
2664,Van Zandt,TX,51935.0,54368.0,42.9,26151.0,7688.0,1186.0
2665,Yoakum,TX,68814.0,8571.0,31.2,26519.0,773.0,242.0
2666,Red River,TX,37955.0,12275.0,45.6,21666.0,2214.0,417.0
2667,Sutton,TX,60543.0,3865.0,38.4,29360.0,320.0,116.0
2668,Upshur,TX,50906.0,40769.0,40.9,24458.0,5328.0,1357.0
2669,Wharton,TX,49619.0,41551.0,37.2,26281.0,7182.0,1041.0
2670,Borden,TX,81985.0,665.0,42.5,33781.0,17.0,6.0
2671,Marion,TX,37283.0,10083.0,50.1,27052.0,2061.0,449.0
2672,Grayson,TX,54370.0,128560.0,39.9,27276.0,17383.0,3399.0
2673,Palo Pinto,TX,45979.0,28317.0,40.5,24983.0,4945.0,986.0
2674,DeWitt,TX,53779.0,20435.0,40.9,28728.0,2971.0,533.0
2675,Callahan,TX,44602.0,13770.0,42.9,24537.0,1927.0,194.0
2676,Gregg,TX,49287.0,123494.0,35.4,25839.0,21029.0,2831.0
2677,Lubbock,TX,50473.0,301454.0,30.7,27089.0,54723.0,6443.0
2678,Kaufman,TX,65390.0,118910.0,35.6,27411.0,15272.0,3987.0
2679,Floyd,TX,48555.0,5872.0,36.9,23308.0,1114.0,164.0
2680,Chambers,TX,76850.0,40292.0,35.4,34372.0,5072.0,1155.0
2681,Bell,TX,54184.0,342236.0,30.8,25911.0,45934.0,11635.0
2682,Hutchinson,TX,50651.0,21571.0,37.3,24725.0,3264.0,573.0
2683,Orange,TX,55700.0,84047.0,37.8,28826.0,11445.0,2140.0
2684,Winkler,TX,59167.0,7802.0,32.5,24217.0,1272.0,148.0
2685,Burnet,TX,59238.0,45750.0,44.2,30507.0,4984.0,959.0
2686,Dallas,TX,56854.0,2586552.0,33.3,31219.0,423899.0,71072.0
2687,McMullen,TX,68750.0,662.0,40.2,32556.0,85.0,50.0
2688,Johnson,TX,62066.0,163475.0,36.8,27667.0,16991.0,3360.0
2689,Hartley,TX,59280.0,5767.0,39.1,20480.0,266.0,19.0
2690,Limestone,TX,42680.0,23515.0,40.0,21822.0,4670.0,882.0
2691,Parker,TX,74625.0,129802.0,39.7,34705.0,10627.0,3176.0
2692,Culberson,TX,33417.0,2241.0,43.0,15873.0,701.0,68.0
2693,Garza,TX,55039.0,6288.0,39.0,19177.0,778.0,71.0
2694,Travis,TX,71767.0,1203166.0,33.9,41049.0,154741.0,27885.0
2695,Collingsworth,TX,42750.0,2996.0,39.2,22880.0,467.0,124.0
2696,Lamb,TX,43396.0,13262.0,36.0,21506.0,3064.0,171.0
2697,Loving,TX,81875.0,102.0,55.4,23546.0,19.0,0.0
2698,Prentiss,MS,37519.0,25360.0,39.0,19693.0,5720.0,753.0
2699,Jackson,MS,51142.0,142014.0,38.8,25341.0,22536.0,5471.0
2700,Tunica,MS,37822.0,10170.0,33.9,19115.0,2205.0,489.0
2701,Claiborne,MS,26732.0,9120.0,33.7,13503.0,3698.0,470.0
2702,Lauderdale,MS,41704.0,77323.0,37.8,23741.0,16161.0,2239.0
2703,Simpson,MS,37946.0,27073.0,39.2,20495.0,6599.0,948.0
2704,Attala,MS,34756.0,18581.0,39.7,20936.0,4218.0,778.0
2705,Coahoma,MS,30009.0,23802.0,34.2,17518.0,7896.0,1834.0
2706,Walthall,MS,29804.0,14601.0,39.9,20337.0,3984.0,361.0
2707,Pontotoc,MS,41379.0,31315.0,36.4,20401.0,5945.0,1020.0
2708,Alcorn,MS,40180.0,37180.0,39.7,21321.0,6231.0,1428.0
2709,DeSoto,MS,65169.0,176132.0,36.7,29190.0,15832.0,5419.0
2710,Mercer,MO,44085.0,3664.0,43.0,22097.0,392.0,43.0
2711,Clay,MO,68367.0,239164.0,37.1,33342.0,18585.0,5280.0
2712,Dent,MO,39916.0,15504.0,44.4,22581.0,3204.0,425.0
2713,Worth,MO,52500.0,2040.0,47.9,24159.0,302.0,37.0
2714,St. Louis city,MO,41107.0,311273.0,35.5,28478.0,73172.0,13890.0
2715,Butler,MO,39058.0,42733.0,40.1,21286.0,9093.0,1745.0
2716,Holt,MO,45610.0,4456.0,48.4,25517.0,557.0,85.0
2717,Montgomery,MO,45862.0,11545.0,44.0,22980.0,1905.0,209.0
2718,Stoddard,MO,40567.0,29512.0,41.4,22205.0,4670.0,777.0
2719,Washington,MO,39621.0,24931.0,40.7,18915.0,4767.0,889.0
2720,DeKalb,MO,50000.0,12564.0,40.2,19524.0,1232.0,126.0
2721,Lafayette,MO,54661.0,32589.0,42.3,28056.0,4143.0,711.0
2722,Schuyler,MO,39697.0,4502.0,39.3,19316.0,690.0,79.0
2723,Camden,MO,52087.0,45096.0,51.1,27385.0,7107.0,1262.0
2724,Jasper,MO,46929.0,119238.0,36.0,24086.0,20315.0,3188.0
2725,McDonald,MO,42019.0,22827.0,38.3,20270.0,4387.0,434.0
2726,Polk,MO,44892.0,31549.0,37.5,22575.0,4385.0,723.0
2727,Reynolds,MO,40929.0,6315.0,46.1,22693.0,1114.0,177.0
2728,Scott,MO,42231.0,38729.0,39.9,23185.0,7844.0,921.0
2729,Barton,MO,41625.0,11850.0,41.4,25938.0,2526.0,318.0
2730,Cole,MO,57587.0,76740.0,38.5,29433.0,7754.0,1588.0
2731,Gasconade,MO,53439.0,14746.0,45.8,27240.0,1423.0,172.0
2732,Macon,MO,40007.0,15254.0,43.3,21118.0,2247.0,320.0
2733,Pemiscot,MO,33390.0,17031.0,37.8,19876.0,4672.0,662.0
2734,Shannon,MO,32180.0,8246.0,45.1,18066.0,2312.0,196.0
2735,Douglas,MO,34372.0,13374.0,47.6,19164.0,2824.0,316.0
2736,Henry,MO,43911.0,21765.0,44.2,25244.0,4609.0,609.0
2737,Lawrence,MO,43373.0,38133.0,39.6,22341.0,6303.0,1106.0
2738,Chouteau,MT,40942.0,5789.0,40.9,22661.0,1086.0,76.0
2739,Lincoln,MT,38287.0,19358.0,52.6,24082.0,3552.0,786.0
2740,Treasure,MT,42292.0,777.0,52.1,26348.0,124.0,0.0
2741,Sweet Grass,MT,49514.0,3653.0,51.5,29649.0,287.0,13.0
2742,Prairie,MT,47250.0,1342.0,51.8,28087.0,146.0,30.0
2743,Glacier,MT,31029.0,13699.0,31.4,17219.0,4467.0,375.0
2744,Golden Valley,MT,39952.0,724.0,56.0,27476.0,105.0,13.0
2745,Stillwater,MT,63785.0,9410.0,46.6,32061.0,599.0,181.0
2746,Granite,MT,48958.0,3269.0,54.3,29074.0,263.0,57.0
2747,Madison,MT,50247.0,8218.0,52.6,34014.0,860.0,136.0
2748,Sheridan,MT,54321.0,3574.0,44.9,33711.0,386.0,54.0
2749,Big Horn,MT,46365.0,13376.0,30.8,18560.0,3454.0,734.0
2750,Garfield,MT,45893.0,1141.0,43.2,27291.0,60.0,0.0
2751,Lewis and Clark,MT,62130.0,67077.0,41.0,32433.0,7366.0,1108.0
2752,Missoula,MT,51270.0,115983.0,35.6,30636.0,16787.0,2879.0
2753,Cascade,MT,48160.0,81746.0,38.2,29212.0,10178.0,1570.0
2754,Powell,MT,49652.0,6861.0,45.3,25060.0,666.0,24.0
2755,Gallatin,MT,61499.0,104729.0,33.5,34331.0,12023.0,2015.0
2756,Beaverhead,MT,44809.0,9393.0,42.1,28941.0,1421.0,184.0
2757,Musselshell,MT,41612.0,4807.0,48.0,22737.0,898.0,118.0
2758,Sheridan,NE,41719.0,5234.0,45.9,27304.0,934.0,65.0
2759,Nuckolls,NE,42049.0,4275.0,49.3,26735.0,509.0,32.0
2760,Frontier,NE,51855.0,2609.0,45.5,28583.0,257.0,49.0
2761,Douglas,NE,61688.0,554992.0,34.5,33734.0,68984.0,12759.0
2762,Chase,NE,55833.0,3734.0,45.6,29526.0,308.0,51.0
2763,Arthur,NE,43854.0,418.0,47.1,26514.0,43.0,2.0
2764,Franklin,NE,49235.0,3006.0,50.7,27757.0,406.0,24.0
2765,Jefferson,NE,43295.0,7188.0,45.7,26439.0,846.0,62.0
2766,Loup,NE,53125.0,585.0,56.9,28299.0,48.0,2.0
2767,Phelps,NE,57241.0,9120.0,42.6,30814.0,773.0,36.0
2768,Scotts Bluff,NE,50157.0,36255.0,39.5,28089.0,4731.0,946.0
2769,Kimball,NE,43856.0,3667.0,45.6,23870.0,341.0,137.0
2770,Merrick,NE,54197.0,7803.0,43.6,29038.0,806.0,113.0
2771,Burt,NE,51482.0,6528.0,46.2,28499.0,751.0,92.0
2772,Cuming,NE,55190.0,8991.0,43.6,29306.0,615.0,172.0
2773,Grant,NE,39479.0,718.0,45.3,22640.0,137.0,16.0
2774,Hayes,NE,45515.0,943.0,44.4,26369.0,117.0,5.0
2775,Cedar,NE,58978.0,8523.0,43.6,29494.0,759.0,57.0
2776,Johnson,NE,52794.0,5197.0,40.6,23652.0,386.0,44.0
2777,Garfield,NE,48545.0,1975.0,51.4,27109.0,145.0,2.0
2778,Pawnee,NE,46314.0,2676.0,50.0,26609.0,412.0,42.0
2779,Wheeler,NE,52083.0,822.0,49.8,27832.0,76.0,2.0
2780,York,NE,59779.0,13799.0,40.2,31577.0,1298.0,208.0
2781,Colfax,NE,56528.0,10760.0,34.3,22407.0,1291.0,174.0
2782,Logan,NE,51607.0,886.0,38.9,24813.0,69.0,0.0
2783,Polk,NE,61962.0,5255.0,45.2,30403.0,405.0,148.0
2784,Brown,NE,41550.0,2988.0,51.1,28860.0,446.0,9.0
2785,Lander,NV,93583.0,5746.0,37.2,33329.0,851.0,266.0
2786,Eureka,NV,77625.0,1830.0,47.3,34590.0,141.0,0.0
2787,Mercer,NJ,79990.0,368762.0,38.7,42155.0,40026.0,13094.0
2788,Somerset,NJ,111772.0,330176.0,41.6,54393.0,15319.0,8127.0
2789,Atlantic,NJ,59989.0,268539.0,41.5,31366.0,37471.0,13480.0
2790,Middlesex,NJ,85954.0,826698.0,38.4,38140.0,67432.0,24243.0
2791,Cape May,NJ,63690.0,93705.0,49.3,38496.0,10140.0,3490.0
2792,Union,NJ,77095.0,553066.0,38.5,40201.0,53602.0,18843.0
2793,Hunterdon,NJ,112535.0,125051.0,46.2,54984.0,5828.0,2734.0
2794,Los Alamos,NM,115248.0,18356.0,42.5,56410.0,959.0,341.0
2795,Valencia,NM,45084.0,75956.0,39.1,21934.0,14422.0,2665.0
2796,Bernalillo,NM,51643.0,677692.0,37.3,29415.0,116628.0,21165.0
2797,De Baca,NM,31028.0,2060.0,37.0,19215.0,340.0,28.0
2798,Hidalgo,NM,36339.0,4371.0,43.3,20275.0,1199.0,156.0
2799,Sandoval,NM,59420.0,140769.0,39.9,27549.0,19895.0,5076.0
2800,Curry,NM,46182.0,50199.0,31.1,23729.0,10119.0,1507.0
